Title;Rating Number;Rating Word;Review;Author Information
H1Z1 Battle Royale PS4 Review: All Kills No Frills;7;Good; The PS4 version of H1Z1 Battle Royale provides a simple, streamlined experience with the thrills of the genre's high-stakes combat. Nothing more, nothing less.;Michael took on the role of critiquing battle royale games, having reviewed PUBG, Fortnite, H1Z1 on PC, and now the PS4 version of H1Z1. He put about 20 hours into H1Z1 on PS4, roughly split between the open beta and official release. A lot of time was put into the early access PC version back in the day, and for some reason he feels very cool for being on the battle royale hype train before everyone else.
Earthfall Review: An Inferior Invasion;4;Poor; Earthfall is too derivative to stand out and too disappointing to inspire repeat trips through its 10 mediocre missions.;James Swinbanks tried to save the world from aliens for 12 hours before getting bored and letting them take it. He played the Xbox One version of Earthfall using code provided by the publisher.
F1 2018 Review - Victory Lap;9;Superb; F1 2018 nails a new lap record with its most complete package to date.;After spending 30 hours with F1 2018 and winning the World Championship with Red Bull Racing, James Swinbanks retired to Monaco to spend his remaining days on a yacht the size of a house. He reviewed the PS4 version of F1 2018 using code provided by the publisher.
Semblance Review;7;Good; A level-morphing puzzle game with enough charm and ingenuity to overcome its control issues and short length.;James O'Connor was won over by Semblance in the end and found that the game more-or-less did what it promised, if not a lot more. He enjoys puzzle platformers as a general rule. Review code was provided by the publisher on both Switch and PC.
Monster Hunter World Review - Deadliest Catch;8;Great; Monster Hunter World successfully proves that it's both about size and how you use it.;Ginny Woo got her first taste of being the hunter and the hunted upon Monster Hunter 3 Ultimate's release. The franchise combines her love of dinosaurs with her passion for heavy weaponry, and she's been ready to sink her teeth into Monster Hunter World since it was announced at E3 2017. For the purposes of this review, Ginny played around 60 hours solo and with others on the PS4 and around 20 hours on the PC using copies provided by Capcom.
WarioWare Gold Review - Worth Its Weight;8;Great;" The ""ultimate"" WarioWare game mixes together all three different handheld play styles we've seen before.";James O'Connor played the original WarioWare religiously, mastering every microgame to unlock Pyoro 2. He spent 12 hours with Gold, building up his high scores and playing every single microgame. A review copy was provided by Nintendo.
No Man's Sky Next Review: You Are Not Alone;8;Great; With Next, No Man's Sky blossoms into the game that was promised.;Justin Clark spent 30 hours with the Xbox One X port of the game, along with an additional six continuing his original save on PS4. Combined, he's spent over 100 hours with No Man's Sky. He's looking forward to 100 more. A copy of the full game for Xbox One was provided by the publisher.
Unavowed Review: Dressed To Possess;9;Superb; With an exceptional mystery, genuine characters and brilliant writing, Unavowed is a phenomenal adventure.;David Rayfield is pretty sure that either he's possessed by a demon or everyone else is. Hopefully, he'll figure it out before it's too late. He reviewed Unavowed on PC, with the first playthrough taking about 12 hours.
Dead Cells Review: Rise From Your Grave;9;Superb; Dead Cells is an incredibly satisfying mishmash of genres that's more than the sum of its parts.;Dan Starkey is a fan of all things Soulsian. Though heâ€™s a recent-ish inductee to the Souls-like fandom, heâ€™s taken the meditative combat and beautifully laid out worlds as some of his all-time favorites. He pushed through only one complete run of Dead Cells among 140 some-odd attempts over about 25 hours. He loved it.
We Happy Few Review;4;Poor; We Happy Few's borderline broken systems and unremarkable quest design make it an unentertaining slog through an intriguing world.;Alessandro behaved as well as he could within Wellington Wells, but he found it easier to break We Happy Few's rules rather than conform to them. He completed all three character stories in just under 30 hours. Code was provided by the publisher for the purposes of this review.
Phantom Doctrine Review: Tactical Espionage Action;9;Superb; Phantom Doctrine blends several complex mechanics and a well-realized Cold War setting into one brilliantly engaging experience.;Alexander Pan spent over 40 hours spying, connecting photos on a corkboard using pieces of string, and flip-flopping between the CIA and KGB without being caught. The PC version of Phantom Doctrine was tested, using a code provided by the publisher.
The Banner Saga 3 Review;8;Great; Smart adjustments to mechanics make the act of playing the Banner Saga series finale feel as suspenseful as the story it tells.;Edmond Tran has played through every entry of The Banner Saga at least twice on PC, but just can't get used to the gamepad controls on consoles. Gunnulf is his Banner Saga BFF.
Guacamelee 2 Review - Ready For A Challenge;9;Superb; Guacamelee 2 doubles down on what worked in the original and presents the most formidable challenges yet.;Justin Clark's playthrough of Guacamelee 2 topped out at 15 hours. He has not stopped making Spanish-based puns to his friends and family all week. Yes, this is a cry for help. A code was provided by the publisher.
Madden NFL 19 Review;8;Great; Madden NFL 19 nails the controls, Franchise gets more attention, and Longshot returns with a memorable story.;Eddie Makuch spent 20 hours playing Madden NFL 19, including around five hours in Longshot: Homecoming. He played on Xbox One X using a code provided by Electronic Arts.
Sonic Mania Plus Review - Encore! Encore!;9;Superb; Sonic Mania remains the best Sonic game ever made, and with its latest update, it's even better than before.;Matt was a huge fan of Sonic the Hedgehog growing up, spending countless hours playing the originals with his older brothers and drawing its characters in spiral notebooks. His favorite game in the series used to be Sonic 3 & Knuckles. Random fact: the Sonic R soundtrack holds a special place in his heart. GameSpot was provided with a complimentary copy for the purposes of this review.
Overcooked 2 Review - A Great Second Course;8;Great; Overcooked 2 brings new levels and small-but-smart additions to the already great couch co-op formula.;Kallie played around 10 hours of Overcooked 2, splitting time between single-player, two-player co-op, and four-player co-op. She was able to get online and try some co-op there as well. A code was provided for the purposes of this review.
The King's Bird Review: A Rocky Flight;5;Mediocre; The lovely aesthetics and graceful movement in A Kingâ€™s Bird are undercut by a too steep difficulty and imprecise controls.;Tom took a half dozen hours to reach the end of A Kingâ€™s Bird using a Steam code provided by the developer. Heâ€™s as shocked as anyone that such a pretty platformer could be so unwelcoming.
